epoch,pred_js,pred_l1,pred_cosine,accepted_js,accepted_l1,accepted_cosine,agreement_rate,both_accepted_agreement_rate,major_only_accept_count,minor_only_accept_count,both_accept_count
32,0.015370524488389492,0.2871965765953064,0.9408121109008789,0.008440036326646805,0.2218654751777649,0.9692081809043884,0.7987845284598214,0.9254226092912885,6082,15825,81754
33,0.014552121981978416,0.2784423828125,0.9431807398796082,0.007663813419640064,0.20833717286586761,0.9718853235244751,0.8060477120535714,0.9307297119622118,6005,15477,82142
34,0.01409731525927782,0.2659912109375,0.9448349475860596,0.007128256373107433,0.1989944726228714,0.974262535572052,0.8135027204241071,0.9362571473471707,5737,15249,82723
35,0.014034299179911613,0.2668631374835968,0.9449192881584167,0.007281580939888954,0.2016439437866211,0.9731957316398621,0.81353759765625,0.9345576604967339,5695,15060,82821
36,0.013175243511795998,0.256923109292984,0.9485892057418823,0.006977646611630917,0.19396285712718964,0.9747053384780884,0.8195016043526786,0.9390966933384749,5708,14691,82984
37,0.012502819299697876,0.2528250515460968,0.9504929780960083,0.006500317249447107,0.1910417675971985,0.9762594699859619,0.8241053989955357,0.940675931926742,5698,14429,83322
38,0.01450938917696476,0.2721470594406128,0.9432407021522522,0.007895421236753464,0.21141520142555237,0.971075713634491,0.8148978097098214,0.937573288524075,5795,15050,82721
39,0.011683063581585884,0.2465122640132904,0.9538087844848633,0.005852352827787399,0.17898595333099365,0.9783943295478821,0.8306100027901786,0.9437592266298395,5264,13964,83996
40,0.01094841305166483,0.2388218641281128,0.9565715789794922,0.005266591906547546,0.1730981469154358,0.9803534150123596,0.8376726422991071,0.9471573093533692,5107,13681,84515
41,0.010434860363602638,0.2304512858390808,0.9584991335868835,0.004868105053901672,0.16566869616508484,0.9818910360336304,0.8412824358258929,0.9479162986775944,5001,13357,84921
42,0.010503367520868778,0.2309918999671936,0.957927942276001,0.004882145207375288,0.1644972562789917,0.9818049669265747,0.8423549107142857,0.9514247556464289,5004,13536,84611
43,0.009104038588702679,0.2158203274011612,0.9638723134994507,0.004458393435925245,0.15501993894577026,0.9834152460098267,0.8530360630580357,0.9543884302359623,4864,12631,85395
44,0.009584777057170868,0.2199009656906128,0.9617189764976501,0.00459042564034462,0.1553201973438263,0.9830785393714905,0.8501761300223214,0.9535372512182234,4734,13010,85165
45,0.00887509249150753,0.2104492038488388,0.9644312262535095,0.0041610244661569595,0.14951661229133606,0.9846705198287964,0.8573957170758929,0.9573773549710874,4633,12531,85776
46,0.00884905643761158,0.2101353108882904,0.9645900726318359,0.004390755668282509,0.154585599899292,0.9837526082992554,0.8593226841517857,0.9577344942942733,4625,12238,85791
47,0.008230630308389664,0.2035958170890808,0.9669766426086426,0.003950382582843304,0.144546240568161,0.9853368401527405,0.8637172154017857,0.9604995170094154,4475,12072,85923
48,0.007903600111603737,0.1987304985523224,0.9682369232177734,0.003748748917132616,0.14199310541152954,0.985866904258728,0.8684866768973214,0.9618908956448389,4381,11724,86541
49,0.008233124390244484,0.2059849500656128,0.9670353531837463,0.003945327363908291,0.1463209092617035,0.9851614832878113,0.86688232421875,0.9626699972245351,4277,11933,86472
50,0.007230840623378754,0.1874825656414032,0.9710023999214172,0.003304362529888749,0.1330784559249878,0.9876431226730347,0.8749825613839286,0.9656224199614715,4111,11310,87208
