epoch,model,class,pseudo_hist,accepted_hist,true_count,pseudo_acc,accepted_true_count,accepted_pseudo_acc
15,major,6,7667,7203,11422,0.6073367186132026,9504,0.6968644781144782
15,major,7,7389,7044,11420,0.5995621716287215,9415,0.7030270844397238
15,major,8,5275,5088,11453,0.4529817515061556,5589,0.8999821077115763
15,major,9,5236,5003,11385,0.45296442687747035,5606,0.8822689975026757
15,minor,0,8140,3420,11534,0.627275880006936,6521,0.5105045238460358
15,minor,1,10785,6029,11459,0.8680513133781307,7208,0.8267203107658158
15,minor,2,11525,9092,11531,0.6997658485820831,9766,0.7279336473479419
15,minor,3,14430,13058,11539,0.6981540861426466,10524,0.7347016343595592
15,minor,4,13075,12168,11406,0.7957215500613712,10643,0.8324720473550691
15,minor,5,10323,9643,11539,0.6285640003466505,10740,0.6567039106145252
15,minor,6,11380,10793,11422,0.7756960252144983,10586,0.8187228414887587
15,minor,7,10479,9953,11420,0.7388791593695272,10625,0.7786352941176471
15,minor,8,12362,11726,11453,0.856020256701301,10527,0.9146955447895887
15,minor,9,12189,11753,11385,0.877119016249451,10495,0.9400666984278228
16,major,0,22348,4734,11455,0.9610650371017023,4757,0.9468152196762666
16,major,1,15876,8252,11461,0.9703341767734055,8037,0.9881796690307328
16,major,2,15808,12778,11460,0.8117801047120419,9647,0.898206696382295
16,major,3,16213,14871,11448,0.7459818308874913,9910,0.8348133198789102
16,major,4,11049,10447,11533,0.7342408740136999,9952,0.8268689710610932
16,major,5,7572,7111,11424,0.5301120448179272,10192,0.5752551020408163
16,major,6,7714,7267,11511,0.609243332464599,9474,0.7079375131940047
16,major,7,7270,6922,11477,0.5910081031628475,9442,0.6948739673797925
16,major,8,5312,5154,11454,0.4567836563645888,5628,0.904228855721393
16,major,9,5526,5310,11465,0.4731792411687745,5807,0.9011537799207853
16,minor,0,8018,3367,11455,0.6288956787429071,6308,0.5191819911223843
16,minor,1,10903,5971,11461,0.8775848529796701,7070,0.8366336633663366
16,minor,2,11704,9047,11460,0.7140488656195463,9596,0.7375989995831597
16,minor,3,14000,12689,11448,0.69138714185884,10488,0.7229214340198322
16,minor,4,12709,11890,11533,0.7939824850429203,10741,0.8321385345870962
16,minor,5,10214,9598,11424,0.6348039215686274,10601,0.6650316007923781
16,minor,6,11553,10999,11511,0.7918512726956823,10749,0.8303097962601172
16,minor,7,10966,10378,11477,0.7468850744968197,10734,0.7841438419973915
16,minor,8,12412,11815,11454,0.8717478610092544,10660,0.9216697936210131
16,minor,9,12209,11805,11465,0.8827736589620584,10612,0.943648699585375
17,major,0,22470,4756,11447,0.9639206779068752,4783,0.9485678444490905
17,major,1,15667,8291,11488,0.9690981894150418,8041,0.9884342743439871
17,major,2,15666,12826,11451,0.8228102349139813,9660,0.9090062111801243
17,major,3,16052,14794,11457,0.7475778999738152,9976,0.8304931836407378
17,major,4,11184,10528,11405,0.7560718982902236,9923,0.8434949108132621
17,major,5,7543,7106,11494,0.5341917522185488,10247,0.5798770371816141
17,major,6,7717,7333,11457,0.6209304355415903,9653,0.7099347353154459
17,major,7,7569,7221,11456,0.6142632681564246,9473,0.7195186319011929
17,major,8,5199,5046,11519,0.44309401857800157,5579,0.8915576268148414
17,major,9,5621,5373,11514,0.4821087371895084,5939,0.8957736992759724
17,minor,0,8572,3407,11447,0.6671617017559186,6024,0.5509628154050464
17,minor,1,10864,6014,11488,0.8769150417827298,7124,0.8345030881527232
17,minor,2,11875,9170,11451,0.7349576456204698,9607,0.7595503278859165
17,minor,3,14641,13311,11457,0.7248843501789299,10508,0.7585649029311001
17,minor,4,12744,12044,11405,0.8181499342393687,10720,0.8542910447761194
17,minor,5,10106,9544,11494,0.6379850356707848,10748,0.6667286937104577
17,minor,6,11194,10704,11457,0.7964563149166448,10726,0.8348871900055939
17,minor,7,10567,10070,11456,0.7569832402234636,10731,0.7926567887428945
17,minor,8,12223,11656,11519,0.8679572879590243,10642,0.9232287164066905
17,minor,9,11902,11556,11514,0.8758902206010075,10646,0.9375352244974638
18,major,0,22265,4693,11457,0.9643885833987955,4735,0.9486800422386483
18,major,1,15038,8180,11424,0.9663865546218487,7970,0.9858218318695107
18,major,2,15360,12683,11508,0.8264685436218283,9749,0.9102472048415222
18,major,3,16282,15165,11436,0.7660895417978314,10036,0.8486448784376246
18,major,4,11115,10509,11438,0.7517922713761147,10030,0.8368893320039881
18,major,5,7714,7279,11473,0.5436241610738255,10354,0.5844118215182538
18,major,6,8037,7622,11530,0.6448395490026019,9825,0.7265139949109415
18,major,7,7381,7068,11492,0.6035502958579881,9531,0.7067464064631204
18,major,8,5611,5456,11451,0.4833638983494891,5932,0.9103169251517195
18,major,9,5885,5703,11479,0.5044864535238262,6196,0.90848934796643
18,minor,0,8744,3340,11457,0.6792354019376801,5909,0.5545777627348113
18,minor,1,10543,5930,11424,0.8663340336134454,7115,0.8251581166549543
18,minor,2,12415,9251,11508,0.7612095933263816,9486,0.7813620071684588
18,minor,3,14113,12897,11436,0.7171213711087793,10481,0.752599942753554
18,minor,4,12517,11775,11438,0.8195488721804511,10683,0.8585603294954601
18,minor,5,10029,9471,11473,0.6345332519829164,10634,0.6673876246003385
18,minor,6,11353,10816,11530,0.798959236773634,10689,0.8432032931050613
18,minor,7,10559,10032,11492,0.7549599721545422,10699,0.7960557061407608
18,minor,8,12292,11773,11451,0.878089249847175,10649,0.9308855291576674
18,minor,9,12123,11724,11479,0.8832650927781166,10664,0.9423293323330832
19,major,0,21662,4585,11501,0.9653943135379532,4654,0.9490760636012032
19,major,1,15551,8004,11479,0.9706420419897204,7827,0.9874792385332822
19,major,2,15291,12484,11405,0.8253397632617273,9624,0.907522859517872
19,major,3,16060,14945,11448,0.764412997903564,10026,0.8472970277279075
19,major,4,11343,10832,11523,0.7668141976915733,10210,0.8478942213516161
19,major,5,7324,6927,11505,0.530812690134724,10335,0.572907595549105
19,major,6,8096,7671,11444,0.649510660608179,9703,0.7367824384211069
19,major,7,7582,7281,11405,0.619552827707146,9516,0.7218369062631358
19,major,8,5897,5741,11462,0.5045367300645611,6106,0.9259744513593187
19,major,9,5882,5703,11516,0.5034734282737061,6172,0.9146143875567078
19,minor,0,8564,3406,11501,0.6700286931571168,6063,0.5489031832426192
19,minor,1,10911,6013,11479,0.8832650927781166,7069,0.8414202857547036
19,minor,2,11762,9177,11405,0.7487067075843928,9625,0.7740259740259741
19,minor,3,14665,13484,11448,0.7326170510132775,10504,0.7706587966488957
19,minor,4,12756,12062,11523,0.8285168792849085,10884,0.8619992649761117
19,minor,5,9555,9051,11505,0.620425901781834,10764,0.6494797473058342
